emp_no,birth_date,first_name,last_name,gender,hire_date
11014,1959-09-22,Baoqiu,Vecchi,M,1994-08-23
11015,1965-01-24,Jeanna,Riesenhuber,M,1992-05-29
11017,1959-11-23,Jovan,Sanella,F,1992-07-28
11023,1964-01-08,Yifei,Driscoll,M,1990-06-12
11024,1954-06-17,Manton,Collavizza,M,1995-04-05
11026,1957-11-24,Heon,Ossenbruggen,M,1991-11-08
11029,1962-07-12,Georgi,Itzfeldt,M,1992-12-27
11032,1953-04-19,Erez,Schaaf,M,1992-03-12
11033,1957-03-01,Shushma,Bahk,F,1990-10-02
11034,1961-10-23,Moti,Shrader,F,1993-01-01
11035,1963-09-25,Bangqing,Atrawala,M,1992-10-06
11039,1961-12-04,Raimond,Pintelas,F,1993-07-10
11043,1961-03-04,Iara,Range,M,1993-06-25
11044,1959-03-18,Elvia,Cherinka,M,1990-11-15
11046,1961-01-17,Jixiang,Verhaegen,F,1994-01-21
11047,1959-03-11,Heping,Gluchowski,F,1995-07-19
11049,1963-02-12,Gift,Apsitis,F,1995-05-12
11053,1957-03-30,Sampalli,Brobst,M,1992-04-06
11055,1956-08-10,Shaleah,Neiman,M,1995-05-25
11056,1955-10-24,Palash,Speel,F,1992-08-19
11057,1959-02-13,Adly,Vural,M,1996-07-12
11060,1953-06-30,Genevieve,Pokrovskii,F,1991-05-03
11061,1954-11-11,Pintsang,Erni,M,1993-02-19
11062,1956-11-07,Shay,Rettelbach,F,1990-10-18
11063,1958-10-19,Zhenbing,Gente,F,1996-01-09
11064,1952-08-10,Shawna,Vieri,F,1990-02-28
11066,1954-11-06,Shaz,Langford,M,1995-10-04
11071,1954-07-18,Kwan,Sigstam,F,1992-05-23
11074,1963-08-17,Spyrose,Peak,M,1992-04-23
11075,1954-10-28,Karsten,Belinskaya,F,1996-10-29
11076,1963-05-15,Youssef,Schaad,M,1992-10-09
11077,1953-01-28,Hideyuki,Merro,F,1995-10-10
11078,1959-12-10,Beshir,Chenoweth,M,1990-01-07
11079,1952-09-18,Piyush,Garigliano,M,1993-10-09
11082,1962-07-26,Deniz,Fontan,M,1992-12-01
11084,1955-07-03,Greger,Senzako,M,1990-05-31
11087,1954-05-17,Changho,Jayawardene,M,1994-10-10
11089,1955-02-18,Conal,Henders,F,1994-08-13
11091,1952-10-10,Souichi,Ramsay,F,1992-01-21
11092,1954-09-28,Narain,Stamatiou,M,1992-03-30
11094,1958-08-28,Xiaoshan,Ratnaker,F,1991-08-26
11095,1961-12-31,Nathan,Flowers,M,1994-05-28
11098,1953-09-11,Arnd,Covnot,F,1990-04-02
11101,1961-10-31,Manibrata,Horswill,M,1992-06-26
11102,1959-03-14,Bernardo,Carrera,M,1991-01-03
11104,1961-05-06,Hein,Swan,M,1993-09-20
11105,1956-12-17,Holgard,McAlpine,M,1990-01-13
11107,1958-06-19,Martijn,Meriste,F,1998-05-02
11108,1962-04-15,Danae,Grabner,F,1992-06-12
11111,1954-07-14,Udi,Zastre,F,1994-12-25
11115,1958-06-27,Sahrah,Demos,M,1998-11-03
11116,1960-06-08,Sverrir,Milicic,M,1992-10-23
11117,1958-06-29,Bluma,Kavvadias,M,1994-08-22
11119,1955-07-09,Ramzi,Luga,F,1994-06-21
11122,1964-08-12,Aleksandar,Randi,F,1993-10-08
11124,1963-07-12,Gladys,Porenta,M,1990-04-16
11126,1965-01-08,Hideo,Daescu,F,1992-02-25
11127,1956-08-26,Mayumi,Pashtan,M,1991-03-12
11129,1964-08-17,Goncalo,Pulkowski,M,1993-10-26
11130,1953-01-17,Xinyu,Menhoudj,M,1993-06-07
11131,1964-02-18,Weiye,Zambonelli,M,1993-07-07
11132,1952-08-01,Kristin,Harnett,M,1994-08-30
11135,1958-09-14,Xinyu,Mellouli,M,1991-10-22
11140,1957-04-30,Elgin,Gihr,M,1993-07-04
11143,1955-03-06,Yongdong,Rosen,M,1996-05-09
11144,1954-12-07,Carrsten,Heinisuo,M,1993-11-18
11145,1954-01-14,Jinxi,Baak,F,1990-02-06
11147,1955-09-26,Ayonca,Nitsch,M,1992-01-28
11153,1957-02-01,Honglan,Simmen,M,1990-02-13
11155,1961-11-08,Moon,Yetto,F,1990-09-08
11156,1954-04-13,Tomoyuki,Armand,M,1995-09-07
11158,1952-02-23,Masaki,Hagimont,M,1996-04-20
11163,1957-11-17,Djenana,Huttel,M,1993-02-24
11165,1957-06-07,Kolar,Pietrzykowski,M,1995-04-30
11166,1958-05-27,Weiyi,Antonisse,M,1990-09-04
11168,1953-05-03,Shmuel,Tetzlaff,F,1996-07-15
11171,1961-12-01,Yuguang,Passino,F,1992-10-04
11174,1952-09-14,Akhilish,Milicia,M,1996-05-24
11175,1963-06-30,Aksel,Rajaraman,M,1991-03-15
11177,1954-04-09,Chrisa,dAstous,M,1998-04-05
11179,1960-06-25,Kerhong,Veccia,F,1992-03-31
11181,1952-05-28,Hausi,Cullers,M,1992-07-11
11183,1960-06-26,Herbert,Serdy,M,1990-12-28
11185,1954-04-10,Aloys,Baezner,M,1995-01-26
11186,1953-07-15,Kshitij,Stasinski,M,1994-12-10
11189,1953-03-07,Dante,Bodoff,F,1991-09-07
11190,1960-09-26,Saeko,Mellouli,M,1992-03-06
11191,1963-10-20,Pradeep,Crooks,M,1990-04-28
11192,1952-09-06,Apostol,Bahr,M,1991-09-30
11195,1953-09-04,Masanao,Lovengreen,M,1991-06-13
11196,1958-05-13,Gennadi,Breugel,M,1992-11-17
11201,1952-05-20,Jouko,Masaki,M,1995-10-31
11205,1962-02-05,Tayeb,Ebeling,M,1993-08-23
11206,1954-07-14,Steen,Sury,M,1993-05-07
11209,1964-06-25,Xuejun,Penn,M,1997-09-06
11213,1955-10-19,Vugranam,Munoz,F,1998-06-17
11214,1961-03-03,Elgin,Ibel,F,1991-11-25
11215,1959-03-30,Rimon,Sury,F,1992-10-17
11216,1963-02-22,Utz,Perng,M,1991-06-11
11218,1953-06-03,Kirk,Hemaspaandra,M,1994-04-06
11219,1956-05-20,Youpyo,Heuter,M,1991-01-08
11225,1963-04-25,Maria,Schicker,M,1990-09-11
11229,1953-10-20,Gretta,Ramamoorthy,M,1991-07-26
11230,1956-12-28,Yakichi,Tzvieli,M,1990-12-06
11233,1952-05-08,Sanjit,Waschkowski,F,1991-06-17
11234,1961-06-17,Tooru,Vingron,M,1990-08-21
11236,1963-01-27,Marek,Orlowska,M,1994-03-24
11241,1956-09-23,Yolla,Clemencon,M,1997-08-12
11243,1955-06-14,Udi,Desikan,F,1994-12-08
11245,1960-03-24,Jaideep,Pews,F,1994-11-25
11246,1964-11-16,Maik,Reinhart,M,1992-01-14
11247,1958-01-12,Ranga,Rebaine,M,1993-02-05
11248,1956-11-08,Uinam,Tsukuda,M,1997-02-03
11250,1957-08-15,Sverrir,Cusworth,M,1992-06-30
11253,1952-09-11,Koldo,Pokrovskii,M,1992-05-22
11254,1954-12-14,Danel,Rindone,F,1998-12-19
11258,1953-10-12,Aris,Maccarone,F,1991-03-28
11260,1963-06-11,Ingemar,Schade,M,1993-09-29
11262,1962-12-24,Bokyung,Melski,M,1994-04-30
11266,1955-08-09,Florina,Rohrbach,M,1995-04-04
11269,1962-04-02,Garnik,Slutz,M,1992-11-22
11277,1961-09-17,Munehiro,Ritcey,M,1990-01-18
11282,1964-01-31,Josyula,Schaad,M,1991-02-11
11285,1962-02-23,Randy,Koshino,M,1997-03-03
11293,1958-10-12,Naftali,Birge,F,1992-08-08
11297,1954-03-19,Geraldo,Levergood,M,1990-12-04
11298,1956-08-08,Jiong,Alvarado,M,1991-12-13
11300,1952-12-14,Lillian,Fontet,M,1992-09-10
11302,1955-06-20,Shem,Senzako,M,1991-07-01
11304,1959-03-01,Rajmohan,Azadmanesh,F,1991-09-10
11306,1956-11-01,Subhankar,Reeken,M,1996-11-20
11309,1963-05-28,Caolyn,Ranai,M,1994-01-24
11310,1961-02-01,Jianhua,Swab,M,1991-11-24
11311,1958-04-28,Hyuckchul,Bahk,F,1994-12-15
11312,1956-11-24,Shih,Terlouw,F,1994-01-23
11314,1958-12-28,Vasiliy,Jenevein,F,1990-04-10
11315,1955-04-21,Neven,Meriste,M,1999-07-17
11316,1963-11-02,Ult,Farrar,F,1997-07-18
11321,1959-06-25,Heping,Fontan,M,1995-03-18
11323,1964-05-24,Hyuckchul,Pfau,M,1995-02-13
11325,1952-02-06,Samphel,Rossi,F,1999-01-10
11326,1952-09-15,Munenori,Plesums,F,1990-02-19
11327,1959-07-20,Irena,Krohm,M,1990-05-02
11330,1961-08-21,Chriss,Adachi,M,1990-06-28
11335,1960-11-20,Bernd,Plump,M,1991-10-08
11336,1963-04-25,Kazuhisa,Gewali,M,1998-06-05
11337,1964-07-31,Hercules,Brendel,F,1994-11-20
11340,1952-12-04,Aris,Bala,M,1991-09-11
11342,1959-12-29,Xudong,Butner,M,1998-02-03
11344,1956-01-31,Paddy,Gulak,M,1990-05-10
11349,1953-09-05,Yurii,Hammerschmidt,M,1992-06-27
11351,1957-01-01,Kristina,Vasanthakumar,F,1998-11-20
11355,1962-09-12,Shim,Gecsei,M,1993-11-29
11357,1958-05-25,Radoslaw,Azevdeo,M,1993-05-15
11358,1960-04-21,Nevin,Petereit,F,1990-06-02
11366,1961-01-15,Yinlin,Rajaraman,M,1993-02-09
11368,1959-07-31,Gino,Bail,M,1992-01-06
11369,1961-10-01,Alair,Camarinopoulos,F,1991-08-05
11372,1953-09-04,Susanta,Vilarrasa,M,1993-05-14
11374,1960-01-25,Remzi,Matzat,F,1993-12-12
11377,1960-01-26,Dayanand,Rosti,F,1991-10-18
11379,1961-10-14,Guiseppe,Chenoweth,M,1994-06-24
11381,1960-09-06,Shir,Vural,M,1991-08-12
11382,1962-04-04,Akemi,Otillio,M,1991-06-04
11383,1964-02-22,Billur,Herbst,M,1992-03-18
11384,1962-12-17,Jaana,Veccia,F,1994-06-03
11387,1954-07-18,Jordanka,Kalloufi,M,1997-05-11
11390,1962-03-22,Masali,Ambroszkiewicz,M,1990-12-19
11391,1963-03-26,Jouko,Antonakopoulos,M,1994-10-14
11392,1956-01-27,Fatemeh,Reeken,M,1997-02-12
11396,1955-02-06,Anneke,Servieres,F,1997-02-04
11397,1963-09-01,Fumiya,Kisuki,F,1992-12-12
11401,1952-12-20,Huan,Merey,F,1995-04-15
11405,1960-09-22,Clyde,Kobuchi,F,1993-04-14
11407,1962-01-11,Thanasis,Thebaut,M,1991-05-06
11408,1961-01-13,Shahab,Serot,F,1995-05-28
11409,1958-05-02,Martial,Siepmann,F,1996-11-23
11410,1953-11-27,Gro,Vendrig,M,1997-07-13
11411,1962-04-06,Shigehito,Giaccio,F,1992-05-17
11417,1954-11-20,Anneli,Cyne,M,1990-05-15
11418,1954-03-21,Satosi,Cooley,F,1991-07-27
11419,1957-07-19,Leaf,Terkki,M,1996-04-13
11420,1955-04-30,Tsutomu,Lalonde,F,1992-01-31
11422,1956-06-03,Thanasis,Ghalwash,F,1990-12-04
11423,1954-09-16,Guangming,Kopetz,M,1993-06-14
11425,1955-11-20,Renee,Crelier,M,1990-08-27
11427,1963-08-15,Haldun,Iisaka,F,1994-02-25
11428,1953-07-08,Remco,Reinhart,M,1994-07-31
11430,1957-01-23,Georgi,Klassen,M,1996-02-27
11434,1956-09-14,Prodip,Brendel,M,1992-10-18
11436,1961-02-25,Christfried,Lindqvist,M,1995-08-29
11437,1956-07-18,Supot,Vidya,M,1991-08-12
11438,1959-04-09,Morris,Heping,M,1994-11-17
11439,1957-09-29,Fei,Wendorf,M,1995-07-27
11444,1963-11-17,Sangeeta,Leuchs,M,1992-01-01
11445,1963-01-02,Lijie,Denny,M,1997-04-25
11448,1960-01-19,Yolla,Biron,M,1995-08-26
11451,1955-05-05,Eben,Rajaraman,M,1990-05-20
11452,1953-01-16,Shigehito,Luby,F,1993-08-26
11453,1962-11-18,Fei,Lakshmanan,M,1990-07-13
11454,1961-08-07,Yolla,Zedlitz,M,1990-01-02
11455,1959-10-13,Jianhui,Wolniewicz,M,1994-08-14
11456,1958-07-21,Anyuan,Seuren,F,1998-12-05
11457,1959-02-06,Marl,Vesna,M,1991-02-10
11460,1955-11-19,Mana,Maraist,M,1992-03-14
11462,1959-01-28,Chikara,Maginnis,M,1990-04-27
11463,1960-08-06,Rajmohan,Kamber,F,1992-05-17
11464,1962-10-22,Boutros,Simkin,M,1992-05-30
11467,1958-11-21,Seshu,Bazelow,F,1993-06-16
11468,1955-12-02,Navin,Maksimenko,F,1996-03-19
11470,1962-10-11,Khalid,Michaels,M,1991-11-26
11472,1961-04-18,Constantino,Ghandeharizadeh,M,1990-04-30
11474,1953-04-17,Gennady,Akazan,M,1990-07-26
11475,1957-04-25,Dekang,Siegrist,F,1997-08-04
11476,1954-06-20,Manton,Yoshizawa,F,1994-01-15
11478,1962-03-18,Nidapan,Ginneken,M,1993-08-29
11479,1953-12-02,Shridhar,Pleszkun,M,1998-08-23
11480,1960-09-13,Masoud,Itschner,F,1990-03-13
11482,1964-10-16,Uri,Deverell,F,1991-04-03
11483,1959-01-30,Zine,Mateescu,M,1993-12-02
11484,1959-04-08,Holgard,Siepmann,M,1995-01-22
11485,1959-06-27,Nahid,Khalil,M,1991-10-04
11487,1963-07-11,Arumugam,Cairo,M,1993-07-09
11490,1957-09-10,Bedir,Osgood,M,1990-04-28
11492,1962-07-02,Menkae,Mikschl,F,1994-03-15
11493,1957-02-13,Shen,Sevcikova,M,1995-07-22
11494,1959-07-27,Neelam,Kabayashi,F,1991-02-14
11497,1957-01-20,Bodh,Brodie,F,1992-04-30
11498,1957-07-21,Shigenori,Rabehasaina,M,1994-01-19
11500,1960-11-06,Ranan,Weedon,M,1991-05-07
11502,1959-03-24,Zhaofang,Cochrane,M,1991-06-04
11503,1953-08-01,Nathan,Picht,F,1993-01-25
11504,1962-06-16,Saeed,Ananiadou,F,1990-09-30
11507,1956-01-27,Kristian,Cangellaris,M,1994-05-19
11510,1957-11-12,Masamitsu,Wursthorn,M,1996-07-28
11511,1964-06-02,Arlette,Mikschl,M,1991-09-06
11516,1958-01-06,Hironoby,Sethi,M,1992-07-26
11520,1958-01-01,Pranas,Jervis,F,1991-11-20
11521,1952-06-14,Eldridge,Eastman,F,1995-10-17
11522,1957-05-24,Yishay,Peris,M,1991-10-26
11523,1953-01-25,Yuguang,Pezzoli,F,1992-12-23
11526,1954-04-19,Tonny,Impagliazzo,M,1992-02-23
11531,1952-09-08,Radhika,Motley,M,1990-02-27
11532,1958-03-01,Shahab,Cromarty,M,1991-12-01
11533,1953-10-30,Vitaly,Lorch,M,1991-08-20
11536,1959-10-07,Mahmut,Pintelas,F,1991-09-06
11539,1957-12-17,Yechiam,Zaumen,M,1993-05-15
11540,1954-01-26,Chanjung,Portugali,M,1993-02-09
11541,1957-05-25,Chinhyun,Coombs,F,1990-04-05
11544,1964-09-05,Elzbieta,Thimonier,F,1993-03-02
11547,1960-03-30,Kyoichi,Flexer,F,1991-01-18
11550,1962-08-27,Divine,Georgakopoulos,M,1997-12-16
11553,1960-01-14,Toshimitsu,Aloia,M,1991-01-21
11557,1959-12-22,Candido,Pesch,F,1998-08-18
11558,1959-06-20,Sungwon,Hofting,M,1996-09-18
11559,1961-06-08,Jaihie,Nollmann,F,1990-12-17
11573,1952-12-18,Pranas,Hutton,F,1990-02-04
11575,1955-02-22,Godehard,Plotkin,F,1991-12-19
11577,1953-01-11,Mayumi,Deyuan,M,1992-09-23
11581,1953-04-12,Patricio,Rosenbaum,F,1992-11-13
11582,1961-08-21,Willard,Baar,M,1990-04-08
11585,1959-05-28,Chaitali,Vandervoorde,M,1994-10-13
11586,1963-08-02,Shridhar,Orsini,M,1997-09-09
11589,1955-01-10,Gina,Plessier,F,1994-02-23
11590,1961-10-12,Adel,Eppinger,M,1997-06-26
11592,1956-09-21,Hilary,Nishimukai,M,1991-12-14
11594,1962-01-30,Pradeep,Butner,M,1991-05-28
11595,1953-02-26,Takanari,Kamber,M,1992-01-23
11596,1952-12-22,Yannik,Gunderson,F,1993-11-21
11597,1955-04-10,Yongdong,Talmon,M,1990-02-01
11598,1964-06-07,Sariel,Ertl,M,1994-04-02
11601,1958-11-17,Erez,Ritzmann,M,1990-04-07
11602,1953-08-09,Somnath,Malabarba,M,1993-06-21
11604,1962-07-11,Deborah,Baar,M,1990-12-11
11606,1952-11-05,Perry,Pepe,M,1994-01-07
11609,1964-08-27,Sigeru,Marrakchi,M,1991-08-03
11612,1962-01-15,Siamak,Baar,F,1990-12-10
11616,1954-07-12,Zhilian,Brendel,F,1991-01-15
11618,1964-02-08,Gian,Juneja,F,1991-01-14
11619,1958-08-14,Taiji,Ozeki,F,1992-09-01
11622,1962-10-14,Moon,Ginneken,M,1990-11-09
11623,1964-03-18,Becky,Jullig,M,1990-03-05
11627,1964-09-24,Zeljko,Schreiter,M,1991-11-01
11630,1960-03-21,Heekeun,Ballarin,M,1996-12-15
11631,1960-11-18,Kristin,Malinowski,M,1992-04-14
11632,1956-01-15,Baoqiu,Bach,M,1990-12-29
11633,1959-06-09,Kazuyasu,Teitelbaum,F,1991-08-27
11634,1961-02-19,Turgut,Fraisse,M,1994-08-25
11636,1955-06-16,Fumitaka,Shiratori,M,1992-11-16
11641,1955-10-13,Chikako,Rothenberg,M,1990-07-01
11642,1956-06-23,Dmitri,Verhoeff,M,1991-12-01
11643,1957-12-09,Gila,Redmiles,M,1993-12-17
11644,1952-04-08,Sanjit,Zaiane,F,1991-01-28
11646,1953-06-22,Lobel,Rubsam,M,1992-06-11
11648,1959-09-26,Gill,Ponthieu,M,1992-02-15
11649,1954-10-07,Shen,Bernardinello,F,1991-02-05
11650,1959-11-16,Arra,Luiz,M,1994-01-13
11653,1963-05-06,Mohammed,Ananiadou,F,1993-02-26
11656,1963-01-08,Aimee,Muniz,F,1992-03-10
11658,1961-04-13,Hongzue,Streng,M,1992-01-03
11661,1963-02-05,Candida,Moffat,M,1995-08-24
11664,1955-08-27,Oksana,Brizzi,F,1990-09-07
11667,1955-05-15,Kristian,Marchegay,F,1990-09-08
11677,1958-02-19,Shooichi,Luit,F,1991-09-12
11679,1960-12-23,Bedrich,Denna,M,1991-01-02
11680,1958-04-23,Aral,Iwayama,M,1990-05-13
11683,1956-05-14,Mayumi,Chartres,F,1990-02-11
11685,1958-02-27,Ulf,Erde,M,1992-09-10
11688,1958-09-04,Denis,Coullard,F,1994-10-29
11690,1953-11-10,Domenick,Raczkowsky,M,1997-09-23
11697,1957-12-20,JoAnne,Merey,F,1999-11-06
11698,1959-04-10,Arun,Azevdeo,M,1991-06-28
11699,1958-12-17,Fumiya,Desikan,M,1994-01-20
11704,1964-11-09,Naftali,Baalen,M,1992-02-27
11706,1961-06-17,Tesuya,Remmers,M,1996-02-02
11708,1953-12-22,Chenye,Angot,F,1992-09-18
11712,1961-07-17,Mohua,Lyonns,M,1992-11-06
11713,1952-02-27,Danel,Heusch,M,1994-10-04
11717,1956-06-11,Mona,Chaudhury,F,1990-09-10
11718,1956-07-31,Richard,Marshall,F,1996-08-11
11720,1957-08-10,Abdulla,Heusch,F,1990-08-24
11721,1961-02-22,Xuejun,Heydon,F,1990-11-30
11722,1957-08-08,Atreyi,Sudbeck,F,1997-12-18
11723,1962-12-22,Halsur,Bauknecht,F,1992-09-26
11726,1960-04-18,Eldridge,Reghbati,M,1990-05-29
11727,1961-12-12,Baziley,Felcyn,M,1992-03-07
11729,1957-04-12,Xiong,Engberts,M,1993-05-20
11730,1959-08-20,Tzu,Delaune,M,1997-10-10
11731,1961-04-07,Fumitaka,Gargeya,M,1993-12-23
11733,1954-05-25,Leszek,Sudbeck,F,1992-01-12
11734,1963-07-28,Ramya,Baezner,F,1990-04-30
11736,1953-08-21,Shugo,Uchoa,M,1990-03-25
11737,1952-07-17,Martina,Garnier,M,1995-07-11
11742,1957-03-15,Vasilis,Narwekar,F,1996-04-12
11743,1956-04-05,Clyde,Huttel,F,1996-04-17
11748,1953-03-07,Lihong,Massonet,M,1992-12-20
11750,1956-08-16,Mong,Dalphin,F,1993-08-07
11752,1964-11-11,Bingning,Etalle,M,1992-11-10
11754,1958-05-18,Malu,Magliocco,F,1999-08-23
11755,1954-08-16,Zhenbing,Karner,F,1990-12-05
11756,1955-02-24,Abdelwaheb,Vakili,M,1996-10-17
11758,1958-01-27,Jinpo,Gerlach,M,1993-10-03
11761,1964-07-17,Bartek,Aamodt,M,1991-06-12
11762,1958-05-17,Kerhong,Greibach,M,1992-05-10
11763,1953-08-19,Yuriy,Liesche,F,1996-11-08
11765,1955-08-17,Zorica,Junet,F,1991-07-04
11770,1955-08-26,Arumugam,Jakobus,F,1992-11-29
11774,1954-07-11,Aron,Wroclawski,M,1997-12-30
11777,1962-12-17,Mayumi,Cooley,M,1990-12-12
11778,1953-04-23,Dhritiman,Fontan,F,1992-12-28
11779,1952-06-07,Shunichi,Thombley,M,1990-05-06
11782,1962-04-02,Tesuro,Lanzelotte,M,1991-02-01
11783,1959-06-19,Mihalis,Macedo,F,1994-07-14
11784,1958-01-15,Sastry,Bael,M,1995-12-07
11786,1963-11-12,Sarita,Birch,M,1995-04-14
11791,1955-11-07,Gal,Mamelak,F,1994-11-15
11793,1960-08-13,Barun,Harllee,M,1996-06-06
11795,1960-12-15,Herbert,Erman,F,1992-03-24
11800,1958-12-09,Aamer,Fraisse,M,1990-08-08
11801,1953-11-22,Tommaso,Dayang,M,1990-09-05
11803,1957-12-10,Arnd,Perko,F,1993-03-25
11806,1962-01-26,Shan,Leivant,M,1996-04-02
11807,1955-12-25,Chriss,Binding,F,1992-07-11
11811,1953-07-05,Herb,Boissier,M,1992-03-28
11814,1954-09-16,Manohar,Shinomoto,F,1993-06-08
11816,1964-04-26,Masako,Besselaar,M,1991-08-05
11820,1961-11-26,Danil,Badache,M,1993-06-20
11821,1954-10-18,Mary,Piazza,F,1995-12-13
11823,1954-09-25,Weiyi,Iacovou,M,1995-10-23
11824,1960-01-05,Zhensheng,Karcich,M,1993-10-09
11827,1956-02-07,Gretta,Rando,M,1991-09-09
11829,1952-08-01,Chaosheng,Pettis,F,1999-02-17
11831,1963-10-23,Udaiprakash,Billingsley,M,1993-07-18
11834,1962-05-20,Mana,Wegerle,F,1990-04-04
11835,1961-09-13,Arnould,Hofman,F,1990-02-24
11837,1957-03-26,Shigeaki,Sury,F,1990-06-15
11841,1955-04-21,Elvia,Bugrara,M,1992-09-07
11842,1954-03-31,Moto,Piazza,M,1991-12-11
11845,1957-08-28,Lein,Validov,F,1991-07-23
11846,1954-04-24,Fai,Perly,F,1993-11-21
11847,1954-03-05,Tzvetan,Brandsma,F,1996-01-13
11848,1958-09-19,Amabile,Haumacher,M,1993-11-24
11849,1958-05-06,Chenye,Homond,M,1991-08-27
11850,1964-10-23,Bikash,Maginnis,M,1991-02-10
11851,1961-12-28,Suvo,Copas,M,1991-05-04
11854,1959-02-11,Fabrizio,Gire,F,1992-06-30
11855,1960-07-15,Hilari,Janetzko,F,1991-12-24
11860,1964-07-29,Chriss,DeMori,F,1992-10-04
11861,1962-03-12,Vincent,Claffy,F,1990-05-28
11862,1954-01-25,Alejandra,Deville,M,1993-01-20
11865,1957-01-08,Kasturi,Rodham,M,1994-05-24
11869,1955-09-14,Fumino,Luca,F,1996-08-12
11873,1960-08-09,Venkatesan,Reeken,F,1998-11-14
11874,1956-10-30,Baoqiu,Motley,M,1995-07-27
11875,1959-02-13,Luisa,Sambasivam,F,1992-07-25
11876,1954-09-17,Leszek,Kobuchi,M,1991-06-08
11877,1953-06-15,Heng,Sudkamp,F,1994-01-27
11878,1960-10-06,Oldrich,Henders,F,1990-03-20
11880,1960-08-22,Akeel,Esposito,F,1993-01-31
11881,1952-08-06,Arra,Staelin,M,1990-04-08
11882,1960-09-09,Zhonghua,Manders,F,1991-09-18
11884,1963-04-10,Patricia,Moehrke,M,1998-06-18
11885,1962-05-20,Sandeepan,Velasco,M,1990-03-10
11886,1957-12-26,Snehasis,Veevers,M,1994-10-02
11887,1957-05-25,Marke,Kragelund,M,1994-10-17
11888,1952-04-05,Badri,Azulay,M,1994-11-28
11889,1956-06-11,Guiseppe,Baez,M,1996-12-25
11890,1959-10-23,Remmert,Kirkerud,M,1990-02-09
11891,1960-06-16,Hyuncheol,Bail,M,1991-03-20
11892,1960-09-01,Tesuro,Lorys,M,1993-08-09
11893,1959-07-06,Vitali,Zobel,M,1995-11-11
11895,1964-05-09,Flemming,Schreiter,M,1990-01-29
11896,1953-06-14,Shaunak,Benzmuller,M,1990-07-04
11899,1961-10-07,Bodh,Munke,M,1995-12-30
11900,1961-04-06,Tse,Ermel,M,1990-05-26
11903,1961-01-02,Aiichiro,Vilarrasa,M,1990-12-09
11904,1962-07-05,DeForest,Flasterstein,M,1993-06-06
11907,1958-08-02,Takahito,Cromarty,M,1992-02-27
11910,1961-09-23,Tamiya,Luders,F,1992-09-12
11911,1952-07-08,Ashish,Mondadori,M,1990-06-05
11917,1955-03-26,Jiakeng,VanScheik,F,1995-09-10
11919,1959-01-20,Hyuncheol,Hedayat,F,1990-10-28
11923,1957-07-17,Breannda,Gustavson,F,1994-07-04
11924,1963-03-19,Hirochika,Worfolk,M,1991-06-17
11925,1956-04-15,Feiyu,Pashtan,M,1996-06-02
11926,1955-04-06,Leni,Felcyn,F,1998-09-18
11928,1959-09-01,Mang,Wroclawski,M,1992-06-24
11930,1962-01-03,Shai,Radivojevic,F,1991-01-14
11934,1958-11-06,Diederik,Deville,M,1993-11-03
11935,1963-03-23,Aamer,Jayawardene,M,1996-10-26
11936,1956-11-18,Oddvar,Jonsson,F,1993-05-26
11937,1961-12-30,Zissis,Baba,M,1996-04-19
11938,1954-01-14,Aruna,Verspoor,M,1994-07-15
11939,1954-10-25,Chinhyun,Basart,F,1992-08-14
11940,1954-06-24,Ult,Anido,F,1996-11-02
11943,1957-06-17,Ramalingam,Chachaty,F,1992-01-26
11944,1952-05-15,Along,Aumann,M,1991-06-14
11945,1952-02-17,Limsoon,Marakhovsky,F,1991-07-22
11946,1959-01-21,Charlene,Maraist,F,1992-05-29
11947,1957-10-27,Kiyomitsu,Lortz,M,1995-10-24
11948,1952-02-21,Yahiko,Nergos,F,1990-01-12
11952,1956-04-11,Mayuko,Munro,F,1995-12-19
11956,1958-03-31,Mokhtar,Maccarone,M,1991-08-15
11957,1958-06-13,Frederique,Radivojevic,F,1992-04-02
11959,1962-02-14,Duro,Pettis,M,1991-04-03
11961,1957-10-01,Sumant,Birdsall,F,1997-06-26
11964,1962-01-07,Tzu,Norsworthy,F,1994-09-25
11965,1954-12-03,Arup,Morrey,M,1990-03-20
11968,1964-08-13,Mitchel,Dayang,M,1993-02-15
11969,1957-08-27,Sibyl,Lorcy,M,1994-09-27
11972,1954-10-01,Sibyl,Beausoleil,F,1990-10-07
11975,1956-03-04,Ger,Moehrke,M,1991-03-24
11979,1962-10-09,Abdulah,Akazan,F,1994-09-08
11980,1955-07-03,Yechezkel,Pews,M,1992-01-20
11981,1964-04-11,LiMin,Horswill,M,1990-09-14
11984,1962-06-04,Vasilii,Luit,F,1990-02-15
11986,1963-01-12,Reinhard,Azuma,M,1991-08-06
11994,1953-02-11,Sigeru,Fiebach,F,1993-11-11
11996,1957-01-25,Ayakannu,Junot,M,1994-01-21
11997,1954-06-19,Heon,Mawatari,F,1995-11-03
11998,1958-04-09,Conal,Juneja,M,1991-12-16
12002,1959-09-17,Seongbae,Kavraki,M,1994-10-14
12003,1961-04-15,Luise,McFarlan,M,1992-11-20
12005,1958-07-27,Shir,DuCasse,M,1993-03-30
12008,1953-09-13,Frederique,Zykh,F,1991-08-07
12009,1963-09-26,Sariel,Stifter,M,1994-11-28
12012,1961-07-06,Syozo,Zolotykh,F,1993-01-14
12013,1960-09-09,Baziley,Vidya,F,1990-08-06
